questao_uuid;enunciado;exame;ano;tipo
ea8bb744-f1b1-4efa-831f-8f8053595af3;Considerando a ementa acima, avalie as seguintes asserções e a relação proposta entre elas. I. Aplica-se a ações ajuizadas a partir de 09/06/2005 o novo regime do prazo prescricional para o ajuizamento de ação de repetição do indébito tributário de tributos sujeitos a lançamento por homologação. PORQUE II. O STJ, revendo seu posicionamento anterior, consolidou entendimento, na esteira do decidido pelo STF, de que se deve considerar como marco para a aplicação do novo regime de prazo prescricional a data do ajuizamento da ação (e não mais a data do pagamento do tributo), em confronto com a data da vigência da lei nova (09/06/2005). A respeito dessas asserções, assinale a opção correta.;ENADE;2012;OBJETIVA
9e24943e-b509-4a49-8698-d2db14b22dd5;O direito à moradia ingressou no art. 6.º da Constituição Federal por força da Emenda Constitucional n. º 26/2000. Tal alteração deu causa à rediscussão do entendimento de alguns institutos do direito civil, em especial o referente à garantia do bem de família previsto na legislação ordinária. A garantia ao bem de família inclui a situação em que;ENADE;2012;OBJETIVA
0d4099c7-7f70-46fc-a26e-835ccce34fc4;Considere que Tito e Lívio devam determinada quantia a Sílvio e Felipe e que, vencida a dívida, Sílvio, isoladamente, tenha acionado Tito para a cobrança. Nessa situação, Sílvio teria direito a cobrar;ENADE;2012;OBJETIVA
3d3df521-a890-49dd-806e-139dbfba3fbb;Relativamente aos crimes contra a Administração Pública, avalie as situações hipotéticas apresentadas nos itens a seguir e determine qual das alternativas está correta.;ENADE;2012;OBJETIVA
4c54f850-96bf-44d7-b79d-5141486498ec;O 33 Alfa ofereceu, no prazo decadencial previsto em lei, representação em face de Beta, em razão de injúria consistente na utilização de elementos relativos à sua condição de portador de deficiência física, tais como “manco” e “aleijadinho”. Oferecida a denúncia, não houve possibilidade de composição, transação penal ou suspensão condicional do processo. Após algum tempo, em virtude da relação de amizade entre os filhos de Alfa e Beta, Alfa encaminhou ao juízo encarregado pedido de arquivamento do processo, pois perdera o interesse na persecução criminal. Na situação apresentada, o juiz deveria;ENADE;2012;OBJETIVA
ff4a2a49-8b04-4d36-b998-da851cb30787;Considerando o trecho de julgamento reproduzido acima, avalie as seguintes asserções e a relação proposta entre elas. I. É cabível mandado de segurança contra violação de direito líquido e certo, sendo estes atributos verificados pela sua comprovação imediata, independentemente da complexidade jurídica. PORQUE II. Nos casos de complexidade jurídica, a garantia oferecida pelo writ é preservada, o que não ocorre em situações de complexidade fática, circunstância que exige dilação probatória e impede, por essa razão, a utilização desse remédio constitucional. A respeito dessas asserções, assinale a opção correta.;ENADE;2012;OBJETIVA
f07685be-0cce-484b-996c-cd0f0c14edd0;Com base no contexto descrito acima, avalie as seguintes asserções e a relação proposta entre elas. I. A tipificação penal da clonagem humana revela a preocupação do legislador quanto à tutela de bens jurídico-penais supraindividuais, tal como a intangibilidade do patrimônio genético humano. PORQUE II. Sob a ótica de uma concepção científica, a pesquisa com clonagem de seres humanos tem respaldo jurídico, pois é positiva para o progresso científico da humanidade e constitui direito fundamental. A respeito dessas asserções, assinale a opção correta.;ENADE;2012;OBJETIVA
d8bd31d4-2403-4ba6-a2c2-a27bbda8a9fa;Considerando os elementos essenciais da relação de emprego e os dispositivos da Lei n. º 10.220/2001, avalie a possibilidade de um indivíduo brasileiro, solteiro e com 15 anos de idade ser contratado como peão por uma empresa promotora de provas de rodeio, abordando necessariamente os seguintes aspectos: a) capacidade para contratar o indivíduo mencionado\; b) licitude do objeto do eventual contrato\; c) formalidades do eventual contrato.;ENADE;2012;DISCURSIVA
e802a021-f556-4645-9245-e551439cb6db;Com base no texto e no conceito de bilateralidade atributiva, redija um texto dissertativo, atendendo, necessariamente, ao que se pede a seguir: relacione os conceitos de direito subjetivo e dever jurídico com a bilateralidade atributiva, explique como a garantia indicada pelo texto é essencial para caracterizar uma relação jurídica e apresente um exemplo de relação jurídica válida, nos termos da bilateralidade atributiva, mencionando seus respectivos polos na relação.;ENADE;2012;DISCURSIVA
388e78c7-b075-4975-a18d-5d95e7f1b0fc;Suponha que agentes da polícia civil, após invadirem, durante a madrugada, casa onde residem Antônio e Pedro, tenham encontrado, no quarto de Pedro, 15 quilogramas de maconha e 30 frascos de lança-perfume. Suponha, ainda, que, com base nessa descoberta, os agentes tenham efetuado a prisão de Antônio e Pedro. Com referência à situação hipotética descrita acima, redija um texto dissertativo, respondendo, de forma fundamentada, às questões que se seguem: a) Que norma de direito fundamental é aplicável à situação? b) A prisão de Antônio e Pedro deve ser mantida? c) A conduta dos policiais é legítima?;ENADE;2012;DISCURSIVA
55dc7c4d-4e31-4bff-b684-6f564961db6c;Qual o grau de dificuldade desta prova na parte de Formação Geral?;ENADE;2012;OBJETIVA
3de2b35f-20b1-45cc-994b-2000c3024a15;Qual o grau de dificuldade desta prova na parte de Componente Específico?;ENADE;2012;OBJETIVA
5e24ba37-ee3f-43c3-8013-b5c7b9a306c0;Considerando a extensão da prova, em relação ao tempo total, você considera que a prova foi;ENADE;2012;OBJETIVA
26beb651-b5cf-412b-8815-fe9be7d64042;Os enunciados das questões da prova na parte de Formação Geral estavam claros e objetivos?;ENADE;2012;OBJETIVA
aa050936-f35f-423d-bc06-12a8b39c73c9;Os enunciados das questões da prova na parte de Componente Específico estavam claros e objetivos?;ENADE;2012;OBJETIVA
20fda316-3d96-4fca-864f-54383710dafb;As informações/instruções fornecidas para a resolução das questões foram suficientes para resolvê-las?;ENADE;2012;OBJETIVA
872af917-7e72-4196-9c0b-752f1a67d2c0;Você se deparou com alguma dificuldade ao responder à prova. Qual?;ENADE;2012;OBJETIVA
77282d48-4250-418b-a58a-04da9e055e1d;Considerando apenas as questões objetivas da prova, você percebeu que não estudou ainda a maioria desses conteúdos, estudou alguns desses conteúdos, mas não os aprendeu, estudou a maioria desses conteúdos, mas não os aprendeu, estudou e aprendeu muitos desses conteúdos ou estudou e aprendeu todos esses conteúdos?;ENADE;2012;OBJETIVA
